Name,CDSName,RA,Dec,ra1,ra2,ra3,RA_dec,RA_radians,sde,de1,de2,de3,de_dec,Dec_radians,LongGal,LatGal,B,V,B-V,B0-V0,EB-V,OType,Sp,Sp_s,Miles
HD 120642,HD 120642,"13 52 04,86066","-52 48 41,5086",13,52,04.9,208.02025275,3.63063832131829,-,52,48,41.5,-52.8115301666667,-0.921735084424644,312.1409,8.9725,5.165,5.248,-0.083,-0.07,-0.01,Star,B9V,B9,
HD 121164,HD 121164,"13 53 10,28171","+28 38 53,2793",13,53,10.3,208.292840458333,3.63539587432917,+,28,38,53.3,28.6481331388889,0.500004247823309,42.8782,76.2844,6.098,5.911,0.187,0.2,-0.01,**,A7V,A7,
HD 121190,HD 121190,"13 55 12,14182","-52 09 38,9581",13,55,12.1,208.800590916667,3.6442577916056,-,52,09,39.0,-52.1608216944444,-0.910378079113742,312.7674,9.489,5.588,5.654,-0.066,-0.07,0.00,PulsV*,B9V,B9,
HD 121409, 86 UMa,"13 53 51,01399","+53 43 43,2299",13,53,51.0,208.462558291667,3.63835800932019,+,53,43,43.2,53.7286749722222,0.93774228099915,103.7614,61.0151,5.666,5.698,-0.032,-0.01,-0.02,Star,A0V,A0,
HD 121607, 92 Vir,"13 56 27,87652","+01 03 02,0940",13,56,27.9,209.116152166667,3.64976537440981,+,01,03,02.1,1.05058166666667,0.018336109144423,336.5265,59.6121,6.104,5.906,0.198,0.27,-0.07,Star,A8V,A8,
HD 121847, 47 Hya,"13 58 31,14642","-24 58 20,0979",13,58,31.1,209.62977675,3.65872981450816,-,24,58,20.1,-24.9722494166667,-0.435847973950067,321.6599,35.4481,5.05,5.15,-0.1,-0.11,0.01,PM*,B8V,B8,
HD 121996, 10 Boo,"13 58 38,92201","+21 41 46,3749",13,58,38.9,209.662175041667,3.65929527136977,+,21,41,46.4,21.69621525,0.378670391333905,17.0193,73.7815,5.753,5.756,-0.003,-0.01,0.01,Star,A0Vs,A0,
HD 12216 , 50 Cas,"02 03 26,10618","+72 25 16,6578",02,03,26.1,30.85877575,0.538587239972083,+,72,25,16.7,72.4212938333333,1.26399002594593,128.375,10.3147,3.971,3.948,0.023,0.05,-0.03,Star,A2V,A2,
HD 122365,HD 122365,"14 01 20,42877","+08 53 41,6655",14,01,20.4,210.335119875,3.67104037439571,+,08,53,41.7,8.89490708333333,0.155245415263132,348.379,65.3959,6.062,5.981,0.081,0.05,0.03,Star,A2V,A2,
HD 122408,tau Vir,"14 01 38,79341","+01 32 40,3145",14,01,38.8,210.411639208333,3.67237588870381,+,01,32,40.3,1.54453180555556,0.026957165408717,339.2177,59.3767,4.341,4.244,0.097,0.08,0.02,Star,A3V,A3,
HD 12279 , 52 Cas,"02 02 52,47648","+64 54 05,2688",02,02,52.5,30.718652,0.536141619174341,+,64,54,05.3,64.9014635555556,1.13274422840755,130.4173,3.073,6.026,5.999,0.027,0.02,0.01,Star,A1Vn,A1,
HD 122980,chi Cen,"14 06 02,76824","-41 10 46,6788",14,06,02.8,211.511534333333,3.69157268006169,-,41,10,46.7,-41.179633,-0.71872018061291,317.7304,19.5383,4.157,4.343,-0.186,-0.24,0.05,PulsV*bCep,B2V,B2,
HD 124224,VCU Vir,"14 12 15,80548","+02 24 33,9534",14,12,15.8,213.065856166667,3.718700713689,+,02,24,34.0,2.4094315,0.042052512776266,344.4272,58.6103,4.89,5.01,-0.12,-0.01,-0.11,RotV*alf2CVn,"A0Vp,,,",A0,
HD 124367,HD 124367,"14 14 57,13838","-57 05 10,0544",14,14,57.1,213.738076583333,3.73043317325895,-,57,05,10.1,-57.0861262222222,-0.996340859786849,314.1251,3.9596,4.97,5.044,-0.074,-0.18,0.11,Be*,B4Vne,B4,
HD 124683,HD 124683,"14 15 24,08494","-18 12 02,4879",14,15,24.1,213.850353916667,3.73239278240099,-,18,12,02.5,-18.2006910833333,-0.31766198554254,329.436,40.3104,5.53,5.53,0,-0.01,0.01,Star,A0V,A0,
HD 12471 ,eps Tri,"02 02 57,95579","+33 17 02,8813",02,02,58.0,30.7414824583333,0.536540085841997,+,33,17,02.9,33.2841336944444,0.580917721642039,139.7134,-27.246,5.555,5.516,0.039,0.05,-0.01,**,A2V,A2,
HD 124771,eps Aps,"14 22 23,16467","-80 06 32,2053",14,22,23.2,215.596519458333,3.76286912038793,-,80,06,32.2,-80.1089459166667,-1.3981648665479,306.9338,-17.9513,4.944,5.051,-0.107,-0.18,0.07,Be*,B4V,B4,
HD 124953,VCN Boo,"14 16 04,1396 "," +18 54 42,457  ",14,16,04.1,214.017248333333,3.73530563947501,+,18,54,02.5,18.9006825,0.329879140499073,14.4944,68.9042,6.221,5.969,0.252,0.27,-0.02,PulsV*delSct,A8V,A8,
HD 125161,iot Boo,"14 16 09,92995","+51 22 02,0267",14,16,09.9,214.041374791667,3.73572672560978,+,51,22,02.0,51.3672296388889,0.896527284826629,95.2372,60.9623,4.96,4.75,0.21,0.2,0.01,PulsV*delSct,A7V,A7,
HD 125283,HD 125283,"14 19 23,87945","-37 00 10,4639",14,19,23.9,214.849497708333,3.74983113126642,-,37,00,10.5,-37.0029066388889,-0.64582255365668,321.834,22.6192,6.009,5.932,0.077,0.05,0.03,**,A2Vn,A2,
HD 125337,lam Vir,"14 19 06,59235","-13 22 15,9459",14,19,06.6,214.777468125,3.74857397787842,-,13,22,15.9,-13.3710960833333,-0.233369651254684,333.3974,44.253,4.66,4.52,0.14,0.02,0.12,SB*,A1V,A1,
HD 12534 ,gam02 And,"02 03 54,75"," +42 19 51,6      ",02,03,54.8,30.978125,0.540670277344368,+,42,19,51.6,42.331,0.73881532566172,136.9667,-18.5571,4.87,4.84,0.03,-0.11,0.14,**,"B8V+,,,",B8,
HD 125745,HD 125745,"14 22 19,71948","-34 47 12,4568",14,22,19.7,215.5821645,3.76261857910103,-,34,47,12.5,-34.7867935555556,-0.60714408375599,323.3284,24.4595,5.476,5.563,-0.087,-0.11,0.02,Star,B8V,B8,
HD 126129,HD 126129,"14 23 22,69526","+08 26 47,8351",14,23,22.7,215.844563583333,3.76719830705941,+,08,26,47.8,8.44662086111111,0.147421344694028,356.5581,61.3327,5.1,5.12,-0.02,-0.01,-0.01,PM*,A0V,A0,
HD 126200,HD 126200,"14 24 00,87671","+08 14 38,2990",14,24,00.9,216.003652958333,3.7699749404581,+,08,14,38.3,8.24397194444444,0.143884453872595,356.479,61.079,5.997,5.935,0.062,0.08,-0.02,EB*Algol,A3V,A3,
HD 126248,HD 126248,"14 24 11,34434","+05 49 12,4679",14,24,11.3,216.047268083333,3.77073616799302,+,05,49,12.5,5.82012997222222,0.101580430909284,353.0998,59.3297,5.228,5.103,0.125,0.15,-0.03,**,A5V,A5,
HD 126769,l Hya,"14 28 10,42638","-29 29 29,8884",14,28,10.4,217.04344325,3.78812270457796,-,29,29,29.9,-29.4916356666667,-0.514726144181927,326.9506,28.8293,4.899,4.972,-0.073,-0.11,0.04,V*,B8V,B8,
HD 126981,HD 126981,"14 30 08,62940","-45 19 16,8792",14,30,08.6,217.535955833333,3.79671867076463,-,45,19,16.9,-45.3213553333333,-0.791006872032958,320.5537,14.1463,5.421,5.499,-0.078,-0.11,0.03,Star,B8Vn,B8,
HD 126983,HD 126983,"14 30 20,94970","-49 31 08,4922",14,30,20.9,217.587290416667,3.79761462826394,-,49,31,08.5,-49.5190256111111,-0.864270039293286,318.9517,10.2513,5.436,5.383,0.053,0.02,0.03,SB*,"A1V+,,,",A1,
HD 127971,HD 127971,"14 35 31,48057","-41 31 02,7746",14,35,31.5,218.881169041667,3.82019707039137,-,41,31,02.8,-41.5174373888889,-0.724615979426709,323.0504,17.2524,5.796,5.869,-0.073,-0.13,0.06,Star,B7V,B7,
HD 127972,eta Cen,"14 35 30,42416","-42 09 28,1708",14,35,30.4,218.876767333333,3.82012024608823,-,42,09,28.2,-42.1578252222222,-0.735792855608088,322.774,16.6691,2.168,2.322,-0.154,-0.26,0.11,Be*,"B1,5Vne","B1,5",
HD 1280  ,tet And,"00 17 05,49885","+38 40 53,8902",00,17,05.5,4.272911875,0.074576380866314,+,38,40,53.9,38.6816361666667,0.675121911166852,115.619,-23.7019,4.679,4.619,0.06,0.05,0.01,**,A2V,A2,
HD 128207,HD 128207,"14 36 44,13347","-40 12 41,6900",14,36,44.1,219.183889458333,3.8254805383752,-,40,12,41.7,-40.2115805555556,-0.701824478125376,323.835,18.3477,5.627,5.731,-0.104,-0.11,0.01,Star,B8V,B8,
HD 128345,rho Lup,"14 37 53,22583","-49 25 32,9798",14,37,53.2,219.471774291667,3.83050507658343,-,49,25,33.0,-49.4258277222222,-0.862643429276267,320.1331,9.8576,3.898,4.034,-0.136,-0.16,0.02,V*,B5V,B5,
HD 128898,alf Cir,"14 42 30,41958","-64 58 30,4934",14,42,30.4,220.62674825,3.85066317493114,-,64,58,30.5,-64.9751370555556,-1.13403007355402,314.3349,-4.5917,3.43,3.19,0.24,0.2,0.04,RotV*alf2CVn,A7VpSrCrEu,A7,
HD 128998,HD 128998,"14 38 15,22227","+54 01 24,0221",14,38,15.2,219.563426125,3.83210470284058,+,54,01,24.0,54.0233394722222,0.942885146712893,94.1687,56.7276,5.83,5.83,0,0.02,-0.02,Star,A1V,A1,
HD 129002, 33 Boo,"14 38 50,22633","+44 24 16,1988",14,38,50.2,219.709276375,3.83465026991794,+,44,24,16.2,44.4044996666667,0.775004721884059,78.757,62.4167,5.423,5.395,0.028,0.02,0.01,PM*,A1V,A1,
HD 129116,b Cen,"14 41 57,59068","-37 47 36,5940",14,41,57.6,220.489961166667,3.84827578995278,-,37,47,36.6,-37.7934983333333,-0.659620981763655,325.9018,20.0994,3.831,3.985,-0.154,-0.2,0.05,Star,B3V,B3,
HD 129175,pi.02 Boo,"14 40 43,94"," +16 25 03,9      ",14,40,43.9,220.183083333333,3.84291976135971, ,01,02,03.9,1.03441666666667,0.018053976670838,15.6428,62.5396,6.12,5.82,0.3,0.17,0.13,Star,A6V,A6,
HD 129422,HD 129422,"14 45 17,33642","-62 52 32,3401",14,45,17.3,221.322235083333,3.86280171007707,-,62,52,32.3,-62.8756500277778,-1.09738711231639,315.4971,-2.8152,5.637,5.364,0.273,0.3,-0.03,PM*,A9V,A9,
HD 129433,4 Lib,"14 43 13,55130","-24 59 51,9093",14,43,13.6,220.80646375,3.85379980212301,-,24,59,51.9,-24.9977525833333,-0.436293088178084,332.7483,31.3229,5.72,5.73,-0.01,-0.07,0.06,Star,"B9,5V","B9,5",
HD 129685,c02 Cen,"14 44 59,20161","-35 11 30,5745",14,44,59.2,221.246673375,3.86148290947822,-,35,11,30.6,-35.19182625,-0.614213237852269,327.7349,22.1526,4.939,4.923,0.016,-0.01,0.03,Star,A0V,A0,
HD 129858,HD 129858,"14 46 28,99366","-47 26 28,0161",14,46,29.0,221.620806916667,3.86801277162246,-,47,26,28.0,-47.4411155833333,-0.828003667748356,322.2972,11.0585,5.808,5.735,0.073,0.02,0.05,Star,A1V,A1,
HD 129954,HD 129954,"14 48 44,55115","-66 35 36,8221",14,48,44.6,222.185629791667,3.87787079048179,-,66,35,36.8,-66.5935616944445,-1.16227691219803,314.221,-6.3281,5.775,5.88,-0.105,-0.24,0.14,Be*,"B2,5Ve","B2,5",
HD 129956,108 Vir,"14 45 30,20425","+00 43 02,1895",14,45,30.2,221.375851041667,3.86373748508161,+,00,43,02.2,0.717274861111111,0.012518807968174,353.7207,51.9676,5.661,5.673,-0.012,-0.07,0.06,Star,"B9,5V","B9,5",
HD 129988,eps Boo B,"14 44 59,2 ", +27 04 27         ,14,44,59.2,221.246666666667,3.86148279239573,+,27,04,27.0,27.0741666666667,0.472533350567032,39.3845,64.7842,5.2,5.12,0.08,0.05,0.03,Star,A2V,A2,
HD 130109,109 Vir,"14 46 14,92536","+01 53 34,3845",14,46,14.9,221.562189,3.86698969597596,+,01,53,34.4,1.89288458333333,0.033037068339408,355.2805,52.6803,3.71,3.72,-0.01,-0.01,0.00,PM*,A0V,A0,
HD 130274, 57 Hya,"14 47 57,55833","-26 38 46,1560",14,47,57.6,221.989826375,3.8744533761743,-,26,38,46.2,-26.6461544444444,-0.465063128050475,332.8814,29.3637,5.76,5.768,-0.008,-0.07,0.06,Star,B9V,B9,
HD 130917,HD 130917,"14 49 58,39878","+28 36 56,9950",14,49,58.4,222.49332825,3.88324114168301,+,28,36,57.0,28.6158319444444,0.499440485627926,43.1597,63.828,5.85,5.8,0.05,0.12,-0.07,Star,A4V,A4,
HD 131492,tet Cir,"14 56 43,98738","-62 46 51,6579",14,56,44.0,224.18328075,3.91273637701032,-,62,46,51.7,-62.7810160833333,-1.09573543840168,316.7113,-3.3107,5.11,5.11,0,-0.18,0.18,Be*,B4Vnpe,B4,
HD 131596,ome Oct,"15 11 08,81659","-84 47 16,1255",15,11,08.8,227.786735791667,3.975628531935,-,84,47,16.1,-84.7878126388889,-1.47982649611267,306.1667,-22.8183,5.843,5.874,-0.031,-0.07,0.04,Star,"B9,5V","B9,5",
HD 131625,HD 131625,"14 55 44,70874","-33 51 20,8212",14,55,44.7,223.936286416667,3.90842551265989,-,33,51,20.8,-33.8557836666667,-0.590894895826252,330.5268,22.2703,5.362,5.318,0.044,-0.01,0.05,Star,A0V,A0,
HD 131657,IDS 14497-4728 AB,"14 56 32,05337","-47 52 45,1065",14,56,32.1,224.133555708333,3.91186851131254,-,47,52,45.1,-47.87919625,-0.835649617771022,323.6301,9.9017,5.6,5.64,-0.04,-0.07,0.03,**,B9V,B9,
HD 131951,HD 131951,"14 56 13,22999","+14 26 46,5513",14,56,13.2,224.055124958333,3.91049963649023,+,14,26,46.6,14.44626425,0.252134875775649,15.6877,58.3188,5.87,5.901,-0.031,-0.01,-0.02,Star,A0V,A0,
HD 132219, 59 Hya,"14 58 39,25472","-27 39 26,3319",14,58,39.3,224.663561333333,3.92111885452288,-,27,39,26.3,-27.6573144166667,-0.482711198830129,334.6134,27.2761,5.917,5.673,0.244,0.12,0.12,**,"A4V+,,,",A4,
HD 132742,del Lib,"15 00 58,35013","-08 31 08,2063",15,00,58.4,225.243125541667,3.93123415818503,-,08,31,08.2,-8.51894619444445,-0.148683659893297,348.8672,42.5115,4.94,4.95,-0.01,-0.07,0.06,EB*Algol,"B9,5V","B9,5",
HD 132955,HD 132955,"15 02 59,27632","-32 38 35,8600",15,02,59.3,225.746984666667,3.94002815888249,-,32,38,35.9,-32.6432944444444,-0.569732966753528,332.6045,22.5412,5.316,5.427,-0.111,-0.2,0.09,Star,B3V,B3,
HD 133242,pi. Lup A,"15 05 07,18"," -47 03 04,0      ",15,05,07.2,226.279916666667,3.94932957697173,-,04,03,04.0,-4.05111111111111,-0.070705227253015,325.3258,9.9251,4.45,4.59,-0.14,-0.16,0.02,Star,B5V,B5,
HD 133388,HD 133388,"15 01 27,09371","+60 12 16,0367",15,01,27.1,225.362890458333,3.93332445030922,+,60,12,16.0,60.2044546388889,1.05076595781619,98.2588,50.2348,6.03,5.92,0.11,0.12,-0.01,V*,A4V,A4,
HD 133937,HD 133937,"15 08 39,19745","-42 52 04,5125",15,08,39.2,227.163322708333,3.96474792103081,-,42,52,04.5,-42.8679201388889,-0.748186349905596,328.0383,13.216,5.715,5.82,-0.105,-0.13,0.03,Star,B7V,B7,
HD 133955,lam Lup,"15 08 50,61639","-45 16 47,4950",15,08,50.6,227.210901625,3.96557832978118,-,45,16,47.5,-45.2798597222222,-0.790282636993942,326.8013,11.1288,3.89,4.044,-0.154,-0.2,0.05,SB*,B3V,B3,
HD 133962,k Boo,"15 05 25,83428","+48 09 03,5027",15,05,25.8,226.357642833333,3.95068615449501,+,48,09,03.5,48.1509729722222,0.840393016404077,80.9542,56.5965,5.577,5.581,-0.004,0.02,-0.02,PM*,A1V,A1,
HD 134481,kap Lup,"15 11 56,07286","-48 44 16,1692",15,11,56.1,227.983636916667,3.97906510486713,-,48,44,16.2,-48.7378247777778,-0.850635512632296,325.4562,7.8922,3.819,3.849,-0.03,-0.07,0.04,Be*,"B9,5Vne","B9,5",
HD 135160,HD 135160,"15 16 36,69225","-60 54 14,3783",15,16,36.7,229.152884375,3.99947232278562,-,60,54,14.4,-60.9039939722222,-1.06297522243006,319.6816,-2.8444,5.65,5.73,-0.08,-0.3,0.22,Be*,"B0,5Ve","B0,5",
HD 135240,del Cir,"15 16 56,89610","-60 57 26,1072",15,16,56.9,229.237067083333,4.00094158821928,-,60,57,26.1,-60.957252,-1.0639047503679,319.6882,-2.9112,4.98,5.07,-0.09,-0.04,-0.05,SB*,"O8,5V","O8,5",
HD 135382,gam TrA,"15 18 54,58198","-68 40 46,3654",15,18,54.6,229.727424916667,4.0094999469239,-,68,40,46.4,-68.6795459444445,-1.19868420550528,315.7118,-9.5496,2.908,2.881,0.027,0.02,0.01,PM*,A1V,A1,
HD 135502,chi Boo,"15 14 29,15853","+29 09 51,4577",15,14,29.2,228.621493875,3.9901978089468,+,29,09,51.5,29.1642938055556,0.509012950925932,45.1605,58.5215,5.339,5.281,0.058,0.05,0.01,PM*,A2V,A2,
HD 135559,4 Ser,"15 15 49,07705","+00 22 19,7028",15,15,49.1,228.954487708333,3.9960096477273,+,00,22,19.7,0.372139666666667,0.006495062460608,1.315,46.2276,5.796,5.629,0.167,0.12,0.05,PM*,A4V,A4,
HD 135734,mu. Lup,"15 18 32,02296","-47 52 30,9957",15,18,32.0,229.633429,4.00785940869463,-,47,52,31.0,-47.8752765833333,-0.835581206682108,326.857,8.046,4.18,4.274,-0.094,-0.11,0.02,Be*,B8Ve,B8,
HD 135742,bet Lib,"15 17 00,41382","-09 22 58,4919",15,17,00.4,229.25172425,4.00119740403663,-,09,22,58.5,-9.38291441666667,-0.163762750003677,352.0221,39.2343,2.535,2.605,-0.07,-0.11,0.04,PM*,B8V,B8,
HD 135876,VGG Lup,"15 18 56,37578","-40 47 17,5967",15,18,56.4,229.734899083333,4.00963039574106,-,40,47,17.6,-40.7882213055556,-0.711888757814045,330.8463,13.9545,5.49,5.587,-0.097,-0.13,0.03,EB*Algol,B7V,B7,
HD 136664,phi02 Lup,"15 23 09,35005","-36 51 30,5521",15,23,09.4,230.788958541667,4.02802720380078,-,36,51,30.6,-36.8584866944444,-0.643301950120576,333.8367,16.7479,4.381,4.52,-0.139,-0.18,0.04,Star,B4V,B4,
HD 136729,HR  5715,"15 20 05,15121","+51 57 30,6548",15,20,05.2,230.021463375,4.0146318861493,+,51,57,30.7,51.9585152222222,0.906847165075371,84.9632,52.7673,5.767,5.652,0.115,0.12,0.00,**,A4V,A4,
HD 136849, 50 Boo,"15 21 48,57532","+32 56 01,3005",15,21,48.6,230.452397166667,4.02215309967199,+,32,56,01.3,32.9336945833333,0.574801405325388,52.3624,57.1163,5.324,5.375,-0.051,-0.07,0.02,PM*,B9Vn,B9,
HD 13709 ,mu. For,"02 12 54,46962","-30 43 25,7732",02,12,54.5,33.22695675,0.579919795705254,-,30,43,25.8,-30.7238258888889,-0.536231920570585,229.1845,-71.8417,5.25,5.261,-0.011,-0.07,0.06,Star,B9V,B9,
HD 137333,rho Oct,"15 43 16,93158","-84 27 54,9932",15,43,16.9,235.82054825,4.11584501082065,-,84,27,55.0,-84.4652758888889,-1.47419716786649,307.0273,-23.0192,5.686,5.575,0.111,0.05,0.06,PM*,A2V,A2,
HD 137432,HD 137432,"15 27 18,12996","-36 46 03,2081",15,27,18.1,231.8255415,4.04611898939375,-,36,46,03.2,-36.7675578055556,-0.641714941624286,334.5984,16.3431,5.301,5.442,-0.141,-0.18,0.04,SB*,B4Vp,B4,
HD 138485,zet04 Lib,"15 32 55,22151","-16 51 10,2522",15,32,55.2,233.230089625,4.07063297867772,-,16,51,10.3,-16.8528478333333,-0.294137683029259,349.3238,31.1137,5.36,5.491,-0.131,-0.2,0.07,V*,B3V,B3,
HD 138629,nu.02 Boo,"15 31 46,98182","+40 53 57,6125",15,31,47.0,232.945757583333,4.06567044838171,+,40,53,57.6,40.8993368055556,0.713828089139045,66.1736,54.4117,5.093,4.997,0.096,0.15,-0.05,**,A5V,A5,
HD 13869 ,7 Tri,"02 15 56,28521","+33 21 32,0226",02,15,56.3,33.9845217083333,0.593141798525904,+,33,21,32.0,33.3588951666667,0.582222555485956,142.5475,-26.2739,5.245,5.249,-0.004,-0.01,0.01,Star,A0V,A0,
HD 138749,tet CrB,"15 32 55,78214","+31 21 32,8762",15,32,55.8,233.232425583333,4.07067374884182,+,31,21,32.9,31.3591322777778,0.547320108815652,49.685,54.7142,4.036,4.153,-0.117,-0.14,0.02,Be*,B6Vnne,B6,
HD 138867,HD 138867,"15 41 54,68382","-76 04 55,0619",15,41,54.7,235.47784925,4.10986378492736,-,76,04,55.1,-76.0819616388889,-1.32788073197463,312.715,-16.5627,5.908,5.942,-0.034,-0.07,0.04,Star,B9V,B9,
HD 139006,alf CrB,"15 34 41,26800","+26 42 52,8940",15,34,41.3,233.67195,4.07834489705556,+,26,42,52.9,26.7146927777778,0.466259347630972,41.8697,53.7723,2.244,2.214,0.03,-0.01,0.04,EB*Algol,A0V,A0,
HD 139129,HD 139129,"15 38 49,47043","-52 22 21,7043",15,38,49.5,234.706126791667,4.09639468711786,-,52,22,21.7,-52.3726956388889,-0.914075977043487,326.9918,2.5004,5.429,5.426,0.003,-0.01,0.01,Star,A0V,A0,
HD 139365,tau Lib,"15 38 39,36950","-29 46 39,8956",15,38,39.4,234.664039583333,4.09566012675946,-,29,46,39.9,-29.7777487777778,-0.51971976000394,341.0644,20.4482,3.49,3.644,-0.154,-0.24,0.09,SB*,"B2,5V","B2,5",
HD 139493,HD 139493,"15 35 57,03842","+54 37 50,0443",15,35,57.0,233.987660083333,4.08385507749147,+,54,37,50.0,54.6305678611111,0.953483281410585,87.0811,49.4527,5.84,5.79,0.05,0.05,0.00,**,A2V,A2,
HD 139892,7 CrB A,"15 39 22,67317","+36 38 08,9396",15,39,22.7,234.844471541667,4.09880925850821,+,36,38,08.9,36.6358165555556,0.639415623051093,58.6978,53.4129,4.95,5,-0.05,-0.13,0.08,SB*,B7V,B7,
HD 140008,psi02 Lup,"15 42 41,02206","-34 42 37,4617",15,42,41.0,235.67092525,4.11323359683394,-,34,42,37.5,-34.7104060277778,-0.605810869888809,338.4816,16.0843,4.591,4.717,-0.126,-0.16,0.03,SB*,B5V,B5,
HD 140159,iot Ser,"15 41 33,05469","+19 40 13,4380",15,41,33.1,235.387727875,4.10829087020719,+,19,40,13.4,19.6703994444444,0.343313235488018,31.4158,50.4515,4.567,4.509,0.058,0.02,0.04,**,A1V,A1,
HD 140285,CCDM J15444-4149AB,"15 44 22,67415","-41 49 08,7181",15,44,22.7,236.094475625,4.12062594542575,-,41,49,08.7,-41.8190883611111,-0.729880782083828,334.1898,10.3221,5.93,5.93,0,-0.01,0.01,**,"A0V+,,,",A0,
HD 1404  ,sig And,"00 18 19,65745","+36 47 06,8107",00,18,19.7,4.58190604166667,0.079969346444104,+,36,47,06.8,36.7852251944444,0.642023295730626,115.5855,-25.6138,4.57,4.52,0.05,0.05,0.00,**,A2V,A2,
HD 14055 ,gam Tri,"02 17 18,86703","+33 50 49,8950",02,17,18.9,34.328612625,0.599147317947943,+,33,50,49.9,33.8471930555556,0.590744961377605,142.6496,-25.7152,4.03,4,0.03,0.02,0.01,PM*,A1Vnn,A1,
HD 140775,HD 140775,"15 45 23,48332","+05 26 50,3292",15,45,23.5,236.347847166667,4.12504811305869,+,05,26,50.3,5.44731366666667,0.095073558872218,13.266,43.3198,5.601,5.57,0.031,-0.01,0.04,V*?,A0V,A0,
HD 140784,HD 140784,"15 46 44,21774","-34 40 56,8218",15,46,44.2,236.684240583333,4.13091928576155,-,34,40,56.8,-34.6824505,-0.605322953884954,339.1692,15.5772,5.491,5.599,-0.108,-0.13,0.02,V*,B7Vn,B7,
HD 141003,bet Ser,"15 46 11,25435","+15 25 18,5959",15,46,11.3,236.546893125,4.12852212039439,+,15,25,18.6,15.4218321944444,0.269161748483117,25.98,47.8723,3.733,3.66,0.073,0.08,-0.01,PM*,A3V,A3,
HD 141168,HD 141168,"15 50 07,08404","-53 12 35,1712",15,50,07.1,237.529516833333,4.14567213941296,-,53,12,35.2,-53.2097697777778,-0.928685676850394,327.8342,0.7957,5.72,5.78,-0.06,-0.07,0.01,Star,"B9Vn,,,",B9,
HD 141187,ups Ser,"15 47 17,31882","+14 06 55,2617",15,47,17.3,236.82216175,4.13332646422808,+,14,06,55.3,14.1153504722222,0.246359340813214,24.3784,47.0936,5.808,5.712,0.096,0.08,0.02,PM*,A3V,A3,
HD 141194,HD 141194,"15 49 57,49566","-48 54 44,6680",15,49,57.5,237.48956525,4.14497485274241,-,48,54,44.7,-48.9124077777778,-0.853682560800305,330.5083,4.1621,5.924,5.856,0.068,0.02,0.05,Star,A1V,A1,
HD 141513,mu. Ser,"15 49 37,20696","-03 25 48,7358",15,49,37.2,237.405029,4.14349941684262,-,03,25,48.7,-3.43020438888889,-0.059868360602471,4.5929,37.2914,3.529,3.548,-0.019,-0.01,-0.01,PM*,A0V,A0,
HD 141637,b Sco,"15 50 58,74452","-25 45 04,6649",15,50,58.7,237.744768833333,4.14942899553446,-,25,45,04.7,-25.7512958055556,-0.449444898461951,346.0979,21.7059,4.566,4.638,-0.072,-0.26,0.19,Star,"B1,5Vn","B1,5",
HD 141851,b Ser,"15 51 15,59418","-03 05 25,7938",15,51,15.6,237.81497575,4.15065433738797,-,03,05,25.8,-3.09049827777778,-0.053939370474437,5.2459,37.1789,5.23,5.1,0.13,0.08,0.05,**,A3Vn,A3,
HD 14191 ,tet Ari,"02 18 07,53838","+19 54 04,1862",02,18,07.5,34.5314099166667,0.602686798401655,+,19,54,04.2,19.9011628333333,0.34734081641719,149.2704,-38.4967,5.584,5.575,0.009,0.02,-0.01,Star,A1Vn,A1,
HD 142096,lam Lib,"15 53 20,05463","-20 10 01,4177",15,53,20.1,238.333560958333,4.15970535672552,-,20,10,01.4,-20.1670604722222,-0.35198160568908,350.7243,25.3801,5.002,5.029,-0.027,-0.2,0.17,SB*,B3V,B3,
HD 142105,zet UMi,"15 44 03,51891","+77 47 40,1788",15,44,03.5,236.014662125,4.11923293706321,+,77,47,40.2,77.7944941111111,1.35777006216223,112.6802,35.6576,4.329,4.283,0.046,0.08,-0.03,V*,A3Vn,A3,
HD 142114,2 Sco,"15 53 36,71880","-25 19 37,7087",15,53,36.7,238.402995,4.16091720936558,-,25,19,37.7,-25.3271413055556,-0.4420420058998,346.8768,21.6134,4.52,4.59,-0.07,-0.24,0.17,**,"B2,5Vn","B2,5",
HD 14212 ,c And,"02 19 16,79595","+47 22 47,9081",02,19,16.8,34.819983125,0.607723351020114,+,47,22,47.9,47.3799744722222,0.82693655405114,137.9895,-12.9073,5.318,5.314,0.004,-0.01,0.01,PM*,A0V,A0,
HD 142139,HD 142139,"15 56 05,91176","-60 28 56,9522",15,56,05.9,239.024632333333,4.17176682758556,-,60,28,57.0,-60.4824867222222,-1.05561853309653,323.8447,-5.3426,5.837,5.754,0.083,0.08,0.00,PM*,A3V,A3,
HD 142165,HD 142165,"15 53 53,91520","-24 31 59,3673",15,53,53.9,238.474646666667,4.16216776686346,-,24,31,59.4,-24.5331575833333,-0.428184375739781,347.5139,22.1473,5.358,5.376,-0.018,-0.16,0.14,SB*,B5V,B5,
HD 142184,HD 142184,"15 53 55,86404","-23 58 41,1522",15,53,55.9,238.482766833333,4.16230949050759,-,23,58,41.2,-23.9780978333333,-0.418496755556985,347.9325,22.5452,5.36,5.4,-0.04,-0.24,0.20,Be*,B2V,B2,
HD 142445,4 Sco,"15 55 30,07935","-26 15 57,5781",15,55,30.1,238.875330625,4.16916102119629,-,26,15,57.6,-26.2659939166667,-0.458428075154635,346.5213,20.6375,5.762,5.633,0.129,0.08,0.05,Star,A3V,A3,
